href,language_num,sex,speakerId,birth_place,native_language,other_languages,age_sex,age_of_english_onset,english_learning_method,english_residence,length_of_english_residence,age
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=93,english34,female,[u'93'],"[u'ronkonkoma,', u'new', u'york,', u'usa']",english,"[u'french', u'']","18,",0.0,naturalistic,[u'usa'],18.0,18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=94,english35,female,[u'94'],"[u'milwaukee,', u'wisconsin,', u'usa']",english,"[u'spanish', u'']","60,",0.0,naturalistic,[u'usa'],60.0,60
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=95,english36,male,[u'95'],"[u'arcadia,', u'wisconsin,', u'usa']",english,[u'none'],"60,",0.0,naturalistic,[u'usa'],60.0,60
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=96,english37,female,[u'96'],"[u'yole,', u'india']",english,"[u'hindi-urdu', u'french', u'']","28,",0.0,naturalistic,[u'usa'],7.0,28
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=97,english38,male,[u'97'],"[u'littlehampton,', u'uk']",english,[u'none'],"27,",0.0,naturalistic,[u'uk'],27.0,27
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=98,english39,female,[u'98'],"[u'new', u'orleans,', u'louisiana,', u'usa']",english,[u'none'],"59,",0.0,naturalistic,[u'usa'],59.0,59
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=100,english40,male,[u'100'],"[u'dudley,', u'uk']",english,[u'none'],"53,",0.0,naturalistic,[u'uk'],53.0,53
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=101,english41,male,[u'101'],"[u'wellington,', u'new', u'zealand']",english,"[u'hebrew', u'french', u'']","44,",0.0,naturalistic,"[u'new', u'zealand']",21.0,44
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=102,english42,male,[u'102'],"[u'nigel,', u'south', u'africa']",english,"[u'afrikaans', u'zulu', u'']","65,",0.0,naturalistic,"[u'south', u'africa']",60.0,65
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=103,english43,male,[u'103'],"[u'vancouver,', u'british', u'columbia,', u'canada']",english,[u'none'],"47,",0.0,naturalistic,[u'canada'],47.0,47
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=104,english44,female,[u'104'],"[u'winston', u'salem,', u'north', u'carolina,', u'usa']",english,"[u'spanish', u'french', u'']","63,",0.0,naturalistic,[u'usa'],63.0,63
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=105,english45,male,[u'105'],"[u'pine', u'bluff,', u'arkansas,', u'usa']",english,[u'none'],"52,",0.0,naturalistic,[u'usa'],52.0,52
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=106,english46,male,[u'106'],"[u'creswell,', u'north', u'carolina,', u'usa']",english,[u'none'],"73,",0.0,naturalistic,[u'usa'],73.0,73
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=107,english47,female,[u'107'],"[u'plantersville,', u'arkansas,', u'usa']",english,[u'none'],"76,",0.0,naturalistic,[u'usa'],76.0,76
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=108,english48,male,[u'108'],"[u'port', u'moresby,', u'national', u'capital', u'district,', u'papua', u'new', u'guinea']",english,"[u'tok', u'pisin', u'igbo', u'']","26,",0.0,naturalistic,"[u'papua', u'new', u'guinea,uk,usa']",26.0,26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=109,english49,male,[u'109'],"[u'castro', u'valley,', u'california,', u'usa']",english,[u'none'],"43,",0.0,naturalistic,[u'usa'],43.0,43
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=111,english50,female,[u'111'],"[u'baltic,', u'south', u'dakota,', u'usa']",english,"[u'french', u'']","29,",0.0,naturalistic,[u'usa'],29.0,29
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=112,english51,male,[u'112'],"[u'detroit,', u'michigan,', u'usa']",english,"[u'italian', u'']","67,",0.0,naturalistic,[u'usa'],67.0,67
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=113,english52,male,[u'113'],"[u'calgary,', u'alberta,', u'canada']",english,[u'none'],"20,",0.0,naturalistic,"[u'canada,', u'usa']",20.0,20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=114,english53,male,[u'114'],"[u'syracuse,', u'new', u'york,', u'usa']",english,[u'none'],"63,",0.0,naturalistic,[u'usa'],63.0,63
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=115,english54,female,[u'115'],"[u'new', u'albany,', u'indiana,', u'usa']",english,[u'none'],"40,",0.0,naturalistic,[u'usa'],40.0,40
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=116,english55,female,[u'116'],"[u'st.', u'louis,', u'missouri,', u'usa']",english,[u'none'],"53,",0.0,naturalistic,[u'usa'],53.0,53
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=117,english56,male,[u'117'],"[u'londonderry,', u'northern', u'ireland,', u'uk']",english,"[u'ulster', u'scots', u'']","20,",0.0,naturalistic,"[u'northern', u'ireland']",20.0,20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=118,english57,male,[u'118'],"[u'birmingham', u'1,', u'uk']",english,"[u'french', u'spanish', u'']","34,",0.0,naturalistic,"[u'uk,canada']",34.0,34
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=119,english58,female,[u'119'],"[u'southhampton,', u'uk']",english,[u'none'],"46,",0.0,naturalistic,"[u'uk,usa']",16.0,46
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=120,english59,male,[u'120'],"[u'columbus,', u'ohio,', u'usa']",english,"[u'greek', u'german', u'']","30,",0.0,naturalistic,[u'usa'],30.0,30
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=122,english60,male,[u'122'],"[u'chesapeake,', u'virginia,', u'usa']",english,[u'none'],"18,",0.0,naturalistic,[u'usa'],18.0,18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=123,english61,male,[u'123'],"[u'toronto,', u'ontario,', u'canada']",english,[u'none'],"19,",0.0,naturalistic,[u'canada'],19.0,19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=124,english62,male,[u'124'],"[u'west', u'jordan,', u'utah,', u'usa']",english,[u'none'],"30,",0.0,naturalistic,[u'usa'],30.0,30
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=125,english63,male,[u'125'],"[u'lewisville,', u'texas,', u'usa']",english,"[u'spanish', u'']","21,",0.0,naturalistic,[u'usa'],21.0,21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=126,english64,female,[u'126'],"[u'montreal,', u'quebec,', u'canada']",english,"[u'french', u'']","25,",0.0,naturalistic,[u'canada'],25.0,25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=127,english65,male,[u'127'],"[u'lewistown,', u'pennsylvania,', u'usa']",english,[u'none'],"47,",0.0,naturalistic,[u'usa'],47.0,47
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=128,english66,male,[u'128'],"[u'baltimore,', u'maryland,', u'usa']",english,[u'none'],"19,",0.0,naturalistic,[u'usa'],19.0,19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=129,english67,male,[u'129'],"[u'princeton,', u'indiana,', u'usa']",english,"[u'french', u'']","37,",0.0,naturalistic,[u'usa'],37.0,37
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=130,english68,male,[u'130'],"[u'new', u'york,', u'new', u'york,', u'usa']",english,[u'none'],"52,",0.0,naturalistic,[u'usa'],52.0,52
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=131,english69,male,[u'131'],"[u'adelaide,', u'australia']",english,"[u'korean', u'']","23,",0.0,naturalistic,[u'australia'],23.0,23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=133,english70,male,[u'133'],"[u'beaumont,', u'texas,', u'usa']",english,[u'none'],"21,",0.0,naturalistic,[u'usa'],21.0,21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=134,english71,male,[u'134'],"[u'west', u'covina,', u'california,', u'usa']",english,[u'none'],"20,",0.0,naturalistic,[u'usa'],20.0,20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=135,english72,male,[u'135'],"[u'kilkenny,', u'ireland']",english,"[u'irish', u'']","31,",0.0,naturalistic,[u'ireland'],31.0,31
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=136,english73,male,[u'136'],"[u'darwin,', u'australia']",english,[u'none'],"24,",0.0,naturalistic,[u'australia'],24.0,24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=137,english74,male,[u'137'],"[u'wichita,', u'kansas,', u'usa']",english,"[u'spanish', u'']","21,",0.0,naturalistic,[u'usa'],21.0,21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=138,english75,male,[u'138'],"[u'idaho', u'falls,', u'idaho,', u'usa']",english,[u'none'],"32,",0.0,naturalistic,[u'usa'],32.0,32
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=139,english76,female,[u'139'],"[u'boston,', u'massachusetts,', u'usa']",english,"[u'french', u'spanish', u'hebrew', u'']","18,",0.0,naturalistic,[u'usa'],18.0,18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=140,english77,male,[u'140'],"[u'melbourne,', u'australia']",english,"[u'japanese', u'']","26,",0.0,naturalistic,[u'australia'],26.0,26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=141,english78,female,[u'141'],"[u'caribou,', u'maine,', u'usa']",english,"[u'french', u'']","20,",0.0,naturalistic,[u'usa'],20.0,20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=142,english79,male,[u'142'],"[u'boston,', u'massachusetts,', u'usa']",english,[u'none'],"73,",0.0,naturalistic,[u'usa'],73.0,73
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=144,english80,male,[u'144'],"[u'glasgow,', u'scotland,', u'uk']",english,[u'none'],"34,",0.0,naturalistic,"[u'uk,', u'canada']",34.0,34
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=145,english81,male,[u'145'],"[u'st.', u'paul,', u'minnesota,', u'usa']",english,"[u'spanish', u'']","30,",0.0,naturalistic,[u'usa'],30.0,30
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=146,english82,female,[u'146'],"[u'chicago,', u'illinois,', u'usa']",english,[u'none'],"50,",0.0,naturalistic,[u'usa'],50.0,50
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=147,english83,female,[u'147'],"[u'winnfield,', u'louisiana,', u'usa']",english,"[u'french', u'']","42,",0.0,naturalistic,[u'usa'],42.0,42
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=148,english84,male,[u'148'],"[u'sydney,', u'australia']",english,"[u'tok', u'pisin', u'']","45,",0.0,naturalistic,[u'australia'],45.0,45
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=149,english85,male,[u'149'],"[u'strabane,', u'northern', u'ireland,', u'uk']",english,[u'none'],"31,",0.0,naturalistic,[u'uk'],31.0,31
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=150,english86,male,[u'150'],"[u'charleston,', u'south', u'carolina,', u'usa']",english,"[u'spanish', u'']","50,",0.0,naturalistic,[u'usa'],50.0,50
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=151,english87,female,[u'151'],"[u'tamworth,', u'australia']",english,"[u'esperanto', u'german', u'']","18,",0.0,naturalistic,[u'australia'],18.0,18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=152,english88,male,[u'152'],"[u'grand', u'rapids,', u'michigan,', u'usa']",english,[u'none'],"18,",0.0,naturalistic,[u'usa'],18.0,18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=153,english89,male,[u'153'],"[u'kingston', u'ma,', u'massachusetts,', u'usa']",english,"[u'spanish', u'']","18,",0.0,naturalistic,[u'usa'],18.0,18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=155,english90,male,[u'155'],"[u'pittsburgh,', u'pennsylvania,', u'usa']",english,[u'none'],"53,",0.0,naturalistic,[u'usa'],53.0,53
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=156,english91,male,[u'156'],"[u'kingston,', u'jamaica']",english,"[u'patois', u'']","23,",0.0,naturalistic,[u'jamaica'],23.0,23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=157,english92,female,[u'157'],"[u'wisconsin', u'rapids,', u'wisconsin,', u'usa']",english,[u'none'],"22,",0.0,naturalistic,[u'usa'],22.0,22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=158,english93,female,[u'158'],"[u'mamou,', u'louisiana,', u'usa']",english,[u'none'],"22,",0.0,naturalistic,[u'usa'],22.0,22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=159,english94,female,[u'159'],"[u'pensacola,', u'florida,', u'usa']",english,[u'none'],"55,",0.0,naturalistic,[u'usa'],55.0,55
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=160,english95,male,[u'160'],"[u'mishawaka,', u'indiana,', u'usa']",english,[u'none'],"18,",0.0,naturalistic,[u'usa'],18.0,18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=161,english96,male,[u'161'],"[u'point', u'pleasant,', u'new', u'jersey,', u'usa']",english,"[u'russian', u'']","31,",0.0,naturalistic,[u'usa'],31.0,31
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=162,english97,male,[u'162'],"[u'wilmington', u'nc,', u'north', u'carolina,', u'usa']",english,"[u'spanish', u'']","42,",0.0,naturalistic,[u'usa'],42.0,42
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=163,english98,male,[u'163'],"[u'spokane,', u'washington,', u'usa']",english,"[u'spanish', u'']","22,",0.0,naturalistic,[u'usa'],22.0,22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=164,english99,female,[u'164'],"[u'pittsburgh,', u'pennsylvania,', u'usa']",english,"[u'french', u'spanish', u'']","52,",0.0,naturalistic,[u'usa'],52.0,52
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=63,english100,female,[u'63'],"[u'miami,', u'florida,', u'usa']",english,[u'none'],"23,",0.0,naturalistic,[u'usa'],23.0,23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=64,english101,female,[u'64'],"[u'toronto,', u'ontario,', u'canada']",english,"[u'french', u'mandarin', u'']","18,",0.0,naturalistic,[u'canada'],18.0,18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=65,english102,male,[u'65'],"[u'torrington,', u'connecticut,', u'usa']",english,[u'none'],"22,",0.0,naturalistic,[u'usa'],22.0,22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=66,english103,male,[u'66'],"[u'staten', u'island,', u'new', u'york,', u'usa']",english,"[u'german', u'']","21,",0.0,naturalistic,[u'usa'],21.0,21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=67,english104,female,[u'67'],"[u'youngstown,', u'ohio,', u'usa']",english,"[u'spanish', u'']","18,",0.0,naturalistic,[u'usa'],18.0,18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=407,english105,male,[u'407'],"[u'windsor,', u'ontario,', u'canada']",english,[u'none'],"57,",0.0,naturalistic,[u'canada'],57.0,57
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=408,english106,female,[u'408'],"[u'los', u'angeles,', u'california,', u'usa']",english,"[u'spanish', u'']","39,",0.0,naturalistic,[u'usa'],39.0,39
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=416,english107,male,[u'416'],"[u'chicago,', u'illinois,', u'usa']",english,"[u'spanish', u'']","19,",0.0,naturalistic,[u'usa'],19.0,19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=419,english108,male,[u'419'],"[u'strabane,', u'northern', u'ireland,', u'uk']",english,"[u'dutch', u'french', u'german', u'spanish', u'']","21,",0.0,naturalistic,[u'uk'],21.5,21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=420,english109,female,[u'420'],"[u'concord,', u'new', u'hampshire,', u'usa']",english,"[u'irish', u'']","26,",0.0,naturalistic,[u'usa'],26.0,26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=421,english110,male,[u'421'],"[u'great', u'yarmouth,', u'norfolk,', u'uk']",english,"[u'japanese', u'']","21,",0.0,naturalistic,[u'uk'],0.0,21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=426,english111,male,[u'426'],"[u'bombay,', u'india']",english,"[u'hindi-urdu', u'french', u'']","21,",0.0,naturalistic,"[u'india,', u'usa']",4.0,21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=427,english112,male,[u'427'],"[u'st.', u'thomas,', u'us', u'virgin', u'islands']",english,"[u'french', u'']","21,",0.0,naturalistic,"[u'us', u'virgin', u'islands']",21.0,21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=439,english113,male,[u'439'],"[u'wrexham,', u'wales,', u'uk']",english,"[u'french', u'welsh', u'']","31,",0.0,naturalistic,"[u'wales,', u'australia']",31.0,31
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=442,english114,female,[u'442'],"[u'birmingham', u'2,', u'alabama,', u'usa']",english,[u'none'],"38,",0.0,naturalistic,[u'usa'],38.0,38
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=443,english115,male,[u'443'],"[u'st.', u'albans,', u'hertfordshire,', u'uk']",english,[u'none'],"31,",0.0,naturalistic,[u'uk'],31.0,31
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=444,english116,male,[u'444'],"[u'atlanta,', u'georgia,', u'usa']",english,[u'none'],"56,",0.0,naturalistic,[u'usa'],56.0,56
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=445,english117,female,[u'445'],"[u'elmore,', u'alabama,', u'usa']",english,[u'none'],"60,",0.0,naturalistic,[u'usa'],60.0,60
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=446,english118,male,[u'446'],"[u'akron,', u'ohio,', u'usa']",english,[u'none'],"19,",0.0,naturalistic,[u'usa'],17.0,19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=455,english119,female,[u'455'],"[u'saskatoon,', u'saskatchewan,', u'canada']",english,[u'none'],"32,",0.0,naturalistic,[u'canada'],32.0,32
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=456,english120,male,[u'456'],"[u'saskatoon,', u'saskatchewan,', u'canada']",english,"[u'german', u'']","65,",0.0,naturalistic,[u'canada'],65.0,65
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=465,english121,male,[u'465'],"[u'waconia,', u'minnesota,', u'usa']",english,"[u'french', u'']","21,",0.0,naturalistic,[u'usa'],21.0,21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=468,english122,female,[u'468'],"[u'kuala', u'lumpur,', u'malaysia']",english,"[u'mandarin', u'japanese', u'']","20,",0.0,naturalistic,"[u'singapore,usa']",13.0,20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=469,english123,female,[u'469'],"[u'riverside,', u'california,', u'usa']",english,[u'none'],"28,",0.0,naturalistic,"[u'usa,', u'uk']",23.0,28
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=480,english124,male,[u'480'],"[u'brooklyn,', u'new', u'york,', u'usa']",english,[u'none'],"38,",0.0,naturalistic,[u'usa'],38.0,38
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=485,english125,male,[u'485'],"[u'st.', u'george,', u'queensland,', u'australia']",english,[u'none'],"28,",0.0,naturalistic,[u'australia'],28.0,28
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=487,english126,female,[u'487'],"[u'cincinnati,', u'ohio,', u'usa']",english,"[u'spanish', u'']","34,",0.0,naturalistic,[u'usa'],34.0,34
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=489,english127,male,[u'489'],"[u'new', u'britain,', u'connecticut,', u'usa']",english,[u'none'],"39,",0.0,naturalistic,[u'usa'],39.0,39
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=490,english128,female,[u'490'],"[u'miami,', u'florida,', u'usa']",english,"[u'french', u'']","20,",0.0,naturalistic,[u'usa'],20.0,20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=492,english129,male,[u'492'],"[u'blackpool,', u'lancashire,', u'uk']",english,"[u'korean', u'indonesian', u'polish', u'french', u'']","25,",0.0,naturalistic,"[u'uk,', u'australia']",25.0,25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=496,english130,male,[u'496'],"[u'port', u'elizabeth,', u'south', u'africa']",english,"[u'afrikaans', u'']","32,",0.0,naturalistic,"[u'south', u'africa']",32.0,32
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=497,english131,male,[u'497'],"[u'west', u'palm', u'beach,', u'florida,', u'usa']",english,[u'none'],"23,",0.0,naturalistic,[u'usa'],23.0,23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=503,english132,female,[u'503'],"[u'toronto,', u'ontario,', u'canada']",english,[u'none'],"18,",0.0,naturalistic,[u'canada'],18.0,18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=504,english133,female,[u'504'],"[u'norwich,', u'new', u'york,', u'usa']",english,"[u'spanish', u'']","36,",0.0,naturalistic,[u'usa'],36.0,36
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=506,english134,female,[u'506'],"[u'belfast,', u'northern', u'ireland,', u'uk']",english,"[u'french', u'']","22,",0.0,naturalistic,[u'uk'],22.0,22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=507,english135,male,[u'507'],"[u'orange', u'beach,', u'alabama,', u'usa']",english,[u'none'],"22,",0.0,naturalistic,[u'usa'],22.0,22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=508,english136,male,[u'508'],"[u'calgary,', u'alberta,', u'canada']",english,[u'none'],"25,",0.0,naturalistic,[u'canada'],25.0,25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=509,english137,male,[u'509'],"[u'charleston,', u'west', u'virginia,', u'usa']",english,"[u'japanese', u'']","26,",0.0,naturalistic,[u'usa'],26.0,26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=510,english138,female,[u'510'],"[u'palmer,', u'alaska,', u'usa']",english,"[u'german', u'']","25,",0.0,naturalistic,[u'usa'],25.0,25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=511,english139,male,[u'511'],"[u'providence,', u'rhode', u'island,', u'usa']",english,[u'none'],"20,",0.0,naturalistic,[u'usa'],20.0,20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=515,english140,male,[u'515'],"[u'quezon', u'city,', u'philippines']",english,"[u'tagalog', u'']","43,",0.0,naturalistic,"[u'philippines,canada']",43.0,43
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=516,english141,male,[u'516'],"[u'york,', u'uk']",english,"[u'french', u'german', u'']","19,",0.0,naturalistic,[u'uk'],19.0,19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=517,english142,male,[u'517'],"[u'avon,', u'new', u'york,', u'usa']",english,"[u'french', u'']","19,",0.0,naturalistic,[u'usa'],19.0,19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=518,english143,male,[u'518'],"[u'minneapolis,', u'minnesota,', u'usa']",english,"[u'french', u'']","42,",0.0,naturalistic,"[u'usa,', u'uk']",42.0,42
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=519,english144,male,[u'519'],"[u'barneys', u'river,', u'nova', u'scotia,', u'canada']",english,"[u'spanish', u'']","24,",0.0,naturalistic,[u'canada'],24.0,24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=521,english145,male,[u'521'],"[u'bury', u'st.', u'edmunds,', u'uk']",english,[u'none'],"18,",0.0,naturalistic,[u'uk'],13.0,18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=522,english146,male,[u'522'],"[u'blytheville,', u'arkansas,', u'usa']",english,"[u'spanish', u'']","22,",0.0,naturalistic,[u'usa'],22.0,22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=523,english147,female,[u'523'],"[u'merced,', u'california,', u'usa']",english,"[u'portuguese', u'']","40,",0.0,naturalistic,[u'usa'],40.0,40
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=525,english148,male,[u'525'],"[u'sydney,', u'australia']",english,[u'none'],"31,",0.0,naturalistic,[u'australia'],31.0,31
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=526,english149,male,[u'526'],"[u'lawrenceville,', u'georgia,', u'usa']",english,[u'none'],"18,",0.0,naturalistic,[u'usa'],18.0,18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=527,english150,male,[u'527'],"[u'brownsville,', u'kentucky,', u'usa']",english,"[u'spanish', u'']","31,",0.0,naturalistic,[u'usa'],31.0,31
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=528,english151,male,[u'528'],"[u'baltimore,', u'maryland,', u'usa']",english,"[u'spanish', u'']","18,",0.0,naturalistic,[u'usa'],18.0,18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=529,english152,male,[u'529'],"[u'adelaide,', u'australia']",english,[u'none'],"18,",0.0,naturalistic,[u'australia'],18.0,18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=533,english153,male,[u'533'],"[u'brisbane,', u'australia']",english,[u'none'],"35,",0.0,naturalistic,[u'australia'],35.0,35
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=534,english154,male,[u'534'],"[u'glace', u'bay,', u'nova', u'scotia,', u'canada']",english,[u'none'],"28,",0.0,naturalistic,[u'canada'],28.0,28
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=535,english155,male,[u'535'],"[u'oakland,', u'california,', u'usa']",english,[u'none'],"35,",0.0,naturalistic,[u'usa'],35.0,35
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=536,english156,male,[u'536'],"[u'dublin,', u'ireland']",english,"[u'mandarin', u'french', u'irish', u'']","33,",0.0,naturalistic,[u'ireland'],33.0,33
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=538,english157,male,[u'538'],"[u'fort', u'worth,', u'texas,', u'usa']",english,[u'none'],"35,",0.0,naturalistic,[u'usa'],35.0,35
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=540,english158,female,[u'540'],"[u'washington,', u'district', u'of', u'columbia,', u'usa']",english,"[u'spanish', u'german', u'']","18,",0.0,naturalistic,[u'usa'],18.0,18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=541,english159,male,[u'541'],"[u'ottawa,', u'ontario,', u'canada']",english,[u'none'],"18,",0.0,naturalistic,[u'canada'],18.0,18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=542,english160,female,[u'542'],"[u'redwood', u'falls,', u'minnesota,', u'usa']",english,[u'none'],"21,",0.0,naturalistic,[u'usa'],21.0,21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=546,english161,female,[u'546'],"[u'wakefield,', u'ohio,', u'usa']",english,[u'none'],"75,",0.0,naturalistic,[u'usa'],75.0,75
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=548,english162,female,[u'548'],"[u'delaware,', u'ohio,', u'usa']",english,[u'none'],"41,",0.0,naturalistic,[u'usa'],39.0,41
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=547,english163,male,[u'547'],"[u'fairview', u'park,', u'ohio,', u'usa']",english,"[u'german', u'dutch', u'']","41,",0.0,naturalistic,[u'usa'],39.0,41
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=549,english164,male,[u'549'],"[u'leeds,', u'uk']",english,[u'none'],"38,",0.0,naturalistic,[u'uk'],38.0,38
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=550,english165,female,[u'550'],"[u'detroit,', u'michigan,', u'usa']",english,"[u'french', u'spanish', u'german', u'']","43,",0.0,naturalistic,[u'usa'],43.0,43
